Date of Birth;Gender;Marital Status;Number of Dependents;Occupation;Income;Education Level;Customer Tenure;Customer Segment;Preferred Communication Channel;Credit Score;Credit History Length;Outstanding Loans;Churn Flag;Churn Reason;Churn Date;Balance;NumOfProducts;NumComplaints
1965/01/29;Male;Single;5;Actuary;43277.18;Master's;11;SME;Phone;315;12;6984.32;0;;;39750.91;5;4
1966/08/27;Female;Divorced;0;Psychologist, sport and exercise;63994.97;High School;2;Corporate;Email;668;20;34281.2;0;;;152746.23;2;5
2000/06/08;Female;Married;4;Facilities manager;63906.63;Diploma;8;Corporate;Email;336;14;18071.6;0;;;222538.41;4;6
1974/12/04;Male;Divorced;3;Administrator, charities/voluntary organisations;29536.44;High School;22;SME;Email;678;29;8217.33;0;;;46378.58;4;9
1963/08/24;Female;Divorced;2;Radio broadcast assistant;58160.42;High School;10;Corporate;Phone;342;24;41710.96;0;;;114706.14;5;6
1950/08/06;Male;Married;1;Fish farm manager;9166.2;Diploma;28;SME;Phone;474;28;35705.82;0;;;239132.93;2;9
1950/04/17;Female;Married;5;Biochemist, clinical;8249.92;High School;16;Retail;Email;655;17;28321.36;0;;;54448.38;5;3
1997/09/08;Male;Divorced;2;Therapist, nutritional;63952.37;Master's;26;Corporate;Phone;611;18;19852.83;0;;;55805.71;4;4
1956/05/20;Female;Divorced;5;Clinical embryologist;51970.36;High School;30;Corporate;Email;502;14;38945.33;0;;;71478.8;2;4
2000/05/03;Male;Divorced;2;Waste management officer;26823.14;High School;4;SME;Phone;386;4;27227.78;0;;;189713.73;1;7
1954/10/18;Male;Divorced;4;Structural engineer;44964.49;Master's;4;Corporate;Phone;770;30;5844.08;0;;;166664.07;5;7
1969/04/07;Male;Married;0;Animal nutritionist;69158.57;High School;24;Retail;Email;781;2;19516.51;0;;;102762.99;3;5
1964/08/31;Female;Single;0;Psychologist, counselling;38290.13;Diploma;5;Corporate;Phone;819;4;27603.02;0;;;65998.18;3;5
1992/11/20;Male;Married;3;Estate agent;83100.52;Master's;15;SME;Email;713;4;21172.32;0;;;223964.31;1;9
1960/09/26;Male;Divorced;0;Product designer;57638.14;Master's;17;Retail;Phone;629;14;46186.04;0;;;198727.49;5;2
1999/06/17;Male;Divorced;1;Risk manager;66110.95;Master's;25;SME;Phone;828;8;22174.59;0;;;244857.29;3;5
2003/05/22;Male;Divorced;0;Contracting civil engineer;91020.8;Bachelor's;19;Corporate;Email;689;12;7765.54;0;;;198902.76;4;10
1964/05/27;Female;Divorced;3;Librarian, public;86466.48;Bachelor's;25;Retail;Email;710;11;35597.86;0;;;57608.08;3;8
1984/04/25;Female;Married;4;Solicitor, Scotland;50379.64;Bachelor's;14;Retail;Phone;631;4;36464.02;0;;;17969.76;5;3
1970/09/05;Female;Divorced;2;Commercial/residential surveyor;79377.46;Bachelor's;22;SME;Email;761;13;21759.86;0;;;51278.99;2;6
1962/11/16;Male;Single;3;IT trainer;6377.2;Master's;21;Retail;Phone;464;13;39565.89;0;;;147537.43;5;6
1979/05/27;Male;Divorced;1;Research scientist (life sciences);49894.88;High School;20;Retail;Phone;395;12;17343.85;0;;;185459.89;2;4
2006/07/12;Female;Single;1;Intelligence analyst;64334.14;Master's;8;Corporate;Email;832;5;15200.23;1;Relocation;2024/05/01;31545.71;1;9
1966/09/08;Male;Divorced;1;Television camera operator;10116.92;Master's;12;SME;Email;369;4;17754.74;0;;;231330.43;1;0
1963/10/29;Female;Single;3;Scientific laboratory technician;83758.28;Bachelor's;10;SME;Email;701;1;31345.16;1;Service Issues;2024/03/17;10260.45;3;6
1974/08/28;Female;Married;5;Surveyor, hydrographic;46604.34;High School;11;Retail;Phone;563;23;23419.72;0;;;41813.5;5;5
1971/07/10;Female;Married;2;Air traffic controller;60028.72;Master's;4;SME;Email;833;9;7480.67;0;;;55937.71;3;6
1949/01/30;Male;Married;5;Pharmacist, hospital;5255.76;Bachelor's;14;Retail;Email;550;8;19984.87;0;;;169778.57;4;5
1962/02/25;Female;Divorced;4;Publishing copy;49463.33;High School;27;Retail;Email;329;20;6602.71;0;;;211382.29;4;5
1998/03/08;Female;Single;0;Aid worker;62223.64;Master's;5;Corporate;Email;725;23;46104.22;1;Account Closure;2024/07/10;50046.88;1;10
1960/02/05;Male;Married;3;Surveyor, building control;95032.22;Master's;24;Corporate;Phone;795;4;6906.89;0;;;95297.67;3;0
1987/04/29;Female;Married;0;Estate manager/land agent;44650.65;Bachelor's;10;SME;Email;738;27;44557.93;0;;;225928.81;5;7
1971/06/06;Male;Single;4;Sports coach;64703.69;Bachelor's;8;Retail;Email;731;16;44219.61;0;;;135302.71;3;2
1952/09/02;Male;Single;3;Chief Technology Officer;54117.62;High School;10;Corporate;Email;326;1;14411.9;0;;;176618.78;1;6
1956/01/14;Female;Married;3;Volunteer coordinator;37590.69;Master's;23;Corporate;Phone;427;26;46191.37;0;;;226181.91;5;10
1997/01/28;Female;Married;4;Designer, industrial/product;86535.22;Bachelor's;20;SME;Email;434;5;3568.25;0;;;37617.58;4;0
1994/03/28;Male;Divorced;3;Tax adviser;47519.16;Diploma;26;SME;Phone;459;5;12946.44;1;Relocation;2024/01/10;32905.96;4;9
1992/07/12;Female;Married;1;Aeronautical engineer;87252.07;Master's;13;SME;Email;545;3;33117.55;0;;;120029.4;4;1
1985/04/13;Female;Married;1;Armed forces training and education officer;71114.44;Master's;8;Retail;Phone;672;1;17346.67;0;;;125059.89;5;3
1982/12/28;Female;Divorced;2;Air traffic controller;51012.25;Bachelor's;11;Corporate;Email;388;26;44871.67;0;;;228562.91;5;9
1998/06/05;Male;Single;4;Air traffic controller;74439.91;Diploma;29;Retail;Email;630;28;18576.15;0;;;125689.12;4;3
1971/12/15;Male;Married;3;Embryologist, clinical;29742.81;Master's;16;SME;Phone;587;24;25826.43;0;;;174890.22;3;2
1993/10/02;Male;Single;5;Field seismologist;5842.34;Bachelor's;25;SME;Email;623;30;3180.34;0;;;3004.96;2;0
1970/08/17;Male;Single;1;Company secretary;31074.1;Diploma;14;Corporate;Email;564;20;47192.55;0;;;248978.43;4;1
2006/02/26;Male;Single;4;Librarian, academic;89528.68;Master's;12;Retail;Phone;480;25;3600.0;0;;;214652.3;1;8
2002/03/06;Female;Single;4;Event organiser;7992.71;Bachelor's;24;SME;Phone;802;21;23194.81;0;;;41567.07;2;8
1998/12/27;Male;Single;4;Commercial horticulturist;36404.49;Diploma;11;Retail;Phone;476;20;34255.71;0;;;213318.8;4;3
1957/11/27;Male;Married;1;Analytical chemist;68330.29;Master's;16;SME;Phone;712;20;22258.81;0;;;127131.4;2;6
1956/12/13;Female;Divorced;5;Archivist;49378.56;Diploma;29;SME;Email;338;18;42946.36;0;;;71814.01;2;5
1975/08/10;Female;Divorced;0;Technical brewer;80839.04;Bachelor's;5;Retail;Phone;421;11;21160.45;0;;;87336.62;4;9
1961/11/04;Female;Divorced;4;Water engineer;87691.02;Master's;18;SME;Email;729;20;45546.57;0;;;101015.94;2;5
1960/11/16;Male;Single;5;Social researcher;21490.25;High School;12;Retail;Email;354;13;23226.39;0;;;245383.04;1;2
1993/06/06;Male;Married;0;Race relations officer;55380.87;Diploma;20;Corporate;Phone;655;1;28290.51;0;;;223690.52;5;9
1997/08/06;Male;Divorced;0;IT trainer;99868.85;Bachelor's;3;Retail;Phone;459;11;22286.19;0;;;44963.64;3;4
1991/03/19;Male;Single;5;Site engineer;86028.82;Bachelor's;27;SME;Email;798;25;15941.89;0;;;62193.28;3;8
1986/10/21;Male;Single;5;Scientist, biomedical;43043.12;Bachelor's;23;Corporate;Email;513;8;37959.81;0;;;180388.35;3;6
1972/10/07;Male;Divorced;4;Investment analyst;85310.04;Master's;16;SME;Phone;635;23;49459.52;0;;;236960.64;2;4
1962/12/25;Female;Divorced;2;Youth worker;34410.41;Bachelor's;12;Retail;Email;601;5;30963.38;0;;;206532.74;1;9
1987/03/20;Male;Married;0;Sport and exercise psychologist;60110.75;Diploma;17;SME;Phone;314;7;48589.37;0;;;209821.68;1;7
2003/02/23;Male;Single;4;Surveyor, planning and development;46315.9;High School;7;Retail;Phone;467;3;7924.44;0;;;144497.31;3;1
1979/09/28;Male;Single;3;Mental health nurse;18453.83;Diploma;26;Retail;Email;733;16;49437.5;0;;;82021.13;5;2
1951/01/11;Female;Single;0;Pharmacist, hospital;34881.78;Bachelor's;24;SME;Email;762;26;48574.35;0;;;114022.24;2;3
1980/12/18;Female;Married;0;Accommodation manager;19913.95;Bachelor's;29;SME;Phone;342;22;3337.13;0;;;121535.18;3;5
1993/10/29;Female;Single;2;Engineer, site;65073.94;High School;18;Retail;Email;435;5;32028.52;0;;;180817.62;2;1
1986/02/06;Male;Married;3;Sales executive;81949.39;Bachelor's;5;SME;Email;321;30;11971.03;0;;;73648.47;2;1
2004/12/20;Male;Single;2;Theatre stage manager;68911.99;Bachelor's;3;Corporate;Email;705;30;42353.3;0;;;111465.98;3;3
2004/09/15;Female;Married;5;Engineer, mining;80356.2;Diploma;17;Retail;Email;810;3;35526.51;0;;;29457.37;5;1
1990/04/23;Male;Single;0;Physiological scientist;82422.34;High School;23;Retail;Email;702;19;1517.96;0;;;175932.67;4;9
1966/01/16;Female;Divorced;5;Administrator;57788.04;High School;27;SME;Email;385;21;45377.55;0;;;163177.71;1;0
1993/09/19;Male;Single;1;Counsellor;18503.38;Diploma;16;SME;Phone;802;27;7479.91;0;;;104158.63;5;4
1977/02/14;Female;Divorced;3;Commissioning editor;8325.31;Master's;4;Retail;Phone;377;12;7303.07;0;;;120059.64;2;1
1982/08/07;Female;Divorced;5;Facilities manager;14698.01;Diploma;27;SME;Phone;850;3;36333.65;0;;;141520.13;2;6
1994/06/11;Male;Divorced;0;Magazine features editor;36887.67;Bachelor's;10;SME;Email;347;3;49046.78;0;;;165658.95;3;4
2004/03/05;Female;Divorced;5;Engineer, production;63503.0;Diploma;17;SME;Email;652;16;8102.34;0;;;201652.38;3;6
1976/10/16;Female;Married;2;Network engineer;8087.47;High School;9;SME;Email;473;26;10992.19;0;;;78333.5;2;8
2002/11/04;Female;Single;4;Furniture designer;79141.71;Bachelor's;21;SME;Email;572;22;19799.38;0;;;152105.84;4;1
1995/04/19;Male;Divorced;3;Broadcast engineer;8962.82;Bachelor's;27;Retail;Phone;669;9;47654.43;0;;;152176.79;5;2
1989/01/08;Male;Married;4;Engineer, building services;10700.03;Bachelor's;16;SME;Email;495;29;39932.48;0;;;166562.21;1;9
1955/09/15;Male;Single;0;Editor, film/video;41445.2;Master's;4;Retail;Email;694;19;32571.51;0;;;153316.56;4;1
1993/05/15;Male;Single;2;Volunteer coordinator;97355.28;High School;7;Retail;Phone;400;17;17658.73;1;Service Issues;2024/01/23;13218.39;5;8
1980/02/13;Male;Divorced;3;Health physicist;21358.93;Master's;18;Retail;Phone;655;5;35060.89;0;;;84834.59;1;1
1963/02/02;Male;Single;4;Engineer, maintenance (IT);88906.44;High School;6;SME;Email;525;23;43341.64;0;;;218711.79;2;4
2006/07/04;Male;Married;2;Armed forces logistics/support/administrative officer;45124.74;High School;1;SME;Email;593;3;21907.35;0;;;226581.17;2;4
1959/02/08;Female;Married;5;Exhibition designer;49090.63;Master's;15;Corporate;Phone;596;7;16198.93;1;Better Offers Elsewhere;2024/03/17;17723.48;3;5
1985/02/08;Female;Divorced;4;Adult guidance worker;87254.21;Master's;26;Retail;Phone;433;4;30240.6;0;;;187138.87;4;9
1976/12/30;Male;Single;0;Sports therapist;9607.81;Diploma;28;Corporate;Phone;521;15;12011.91;0;;;48121.76;4;2
2003/05/11;Male;Single;3;Clinical psychologist;33981.23;Diploma;11;SME;Phone;459;7;23604.84;1;Service Issues;2024/03/10;3505.74;2;9
1977/03/01;Male;Divorced;5;Social researcher;37903.3;Master's;16;SME;Email;476;23;49793.93;1;Account Closure;2024/02/25;71285.19;2;9
1954/01/15;Female;Married;4;Teacher, English as a foreign language;95575.49;Diploma;8;Corporate;Phone;618;6;6952.19;0;;;177164.32;4;5
1951/06/11;Male;Divorced;3;Scientific laboratory technician;76421.32;Bachelor's;28;SME;Phone;513;19;15886.11;0;;;217991.71;4;7
1998/10/17;Male;Married;0;Pension scheme manager;96315.68;Master's;14;SME;Phone;449;12;43457.65;0;;;223386.92;1;7
2002/01/22;Female;Married;3;Music tutor;39721.74;High School;28;Corporate;Email;560;14;3663.56;0;;;80764.36;1;5
1965/11/18;Male;Single;3;Rural practice surveyor;74983.08;Master's;2;Retail;Email;558;22;11133.82;0;;;193002.36;1;0
1974/02/06;Male;Divorced;5;Cabin crew;40465.12;Bachelor's;26;Corporate;Phone;419;16;27216.02;1;Relocation;2024/06/23;18365.45;1;5
1953/07/09;Male;Divorced;5;Graphic designer;41216.71;Master's;1;SME;Phone;503;11;7317.05;0;;;130598.59;5;4
2003/05/27;Male;Single;0;Photographer;75844.26;Master's;16;Corporate;Email;645;9;2782.11;0;;;217181.12;2;4
1951/04/29;Female;Divorced;4;Arts administrator;66670.42;Bachelor's;21;Retail;Email;766;11;31722.56;0;;;204353.98;4;5
1985/08/27;Male;Divorced;3;Cytogeneticist;89552.17;High School;12;Retail;Email;572;20;49277.03;0;;;35792.78;4;7
1993/09/21;Female;Single;1;Management consultant;99653.34;High School;6;Corporate;Phone;587;25;30834.82;0;;;189680.42;2;2
1953/07/25;Female;Divorced;3;Therapist, horticultural;99949.87;High School;5;Retail;Email;698;8;37990.86;1;Service Issues;2024/02/25;22932.08;1;6
2002/05/30;Female;Married;5;Engineer, technical sales;88955.59;Bachelor's;18;Retail;Phone;748;17;13738.1;0;;;67905.08;2;3
1949/01/10;Female;Divorced;2;Prison officer;77559.86;Master's;12;Corporate;Phone;467;23;42721.7;0;;;117792.47;4;1
1995/12/13;Female;Single;1;Commercial horticulturist;21455.5;High School;7;Retail;Email;764;28;13062.78;0;;;35007.02;4;2
2005/07/07;Female;Married;4;Copy;31874.63;Bachelor's;29;SME;Email;355;28;24781.55;0;;;126571.67;4;1
1961/07/14;Female;Married;5;Translator;73793.05;Diploma;17;SME;Phone;608;24;20191.71;0;;;164318.02;2;0
1997/06/05;Male;Divorced;3;Training and development officer;76618.72;High School;28;SME;Email;629;16;20968.41;0;;;236450.22;2;4
1977/11/15;Female;Married;4;Dramatherapist;57342.14;Master's;5;Retail;Email;796;10;25185.15;0;;;149721.85;3;6
2005/12/23;Female;Divorced;2;Health visitor;24277.62;Bachelor's;29;SME;Email;452;23;43228.83;0;;;227813.56;2;3
1949/11/03;Male;Divorced;3;Land;71504.73;Bachelor's;19;Retail;Email;661;17;29757.66;0;;;178034.51;1;7
1988/01/04;Female;Married;0;Technical sales engineer;97056.27;Diploma;17;Retail;Phone;505;24;13889.71;0;;;123658.69;3;5
1964/11/01;Male;Divorced;1;Production assistant, radio;50924.81;High School;13;Corporate;Phone;425;27;24576.47;0;;;248807.99;5;8
1972/09/17;Male;Married;0;Magazine journalist;22317.23;Master's;24;SME;Phone;462;23;38582.92;0;;;80336.9;4;0
1975/03/07;Female;Single;1;Lecturer, higher education;69454.28;Diploma;16;Retail;Phone;777;10;44310.58;0;;;159500.61;5;2
1968/02/07;Female;Single;4;Ambulance person;83709.2;Diploma;5;Corporate;Phone;516;7;22292.7;0;;;110007.57;1;9
1967/07/24;Female;Single;3;Herpetologist;30681.66;Diploma;15;Retail;Phone;662;11;3256.72;0;;;14481.91;2;1
1991/03/16;Female;Single;2;Horticulturist, commercial;96364.58;Diploma;17;SME;Email;399;13;14145.37;1;Better Offers Elsewhere;2024/01/08;53716.2;3;7
1954/04/28;Male;Single;2;Health visitor;41067.14;Master's;12;Corporate;Phone;782;21;46831.24;0;;;240784.86;1;6
1984/07/08;Female;Divorced;3;Waste management officer;5363.8;Bachelor's;11;Retail;Phone;850;29;3199.55;1;Relocation;2024/05/31;8982.43;2;6
1976/06/08;Male;Single;5;Housing manager/officer;56840.71;Bachelor's;12;Corporate;Email;838;22;18753.33;0;;;8831.96;4;8
1984/02/26;Female;Married;3;Town planner;23550.25;High School;12;Retail;Email;801;12;44360.6;0;;;138878.85;2;8
1959/04/05;Male;Single;1;Charity officer;18648.19;Diploma;19;Retail;Phone;476;5;41942.18;0;;;41653.81;3;5
1989/05/19;Female;Divorced;3;Facilities manager;75597.2;High School;27;Corporate;Email;511;24;3699.26;0;;;191269.54;1;6
1986/08/14;Male;Single;5;Call centre manager;10797.98;Master's;6;Corporate;Email;694;20;1374.34;0;;;22257.61;5;5
2003/02/28;Male;Single;0;Glass blower/designer;86483.9;Diploma;24;Retail;Phone;406;14;12482.62;0;;;195720.85;3;2
2004/09/08;Male;Married;3;Development worker, international aid;45644.0;Master's;18;SME;Email;423;24;24961.97;0;;;246346.74;3;10
1976/11/24;Female;Divorced;0;Rural practice surveyor;7955.89;Diploma;1;Corporate;Email;314;8;6618.15;0;;;120534.13;5;2
1958/07/05;Female;Single;4;Dispensing optician;77328.9;High School;13;SME;Phone;350;7;33644.88;0;;;65220.65;3;2
2005/12/18;Female;Single;2;Aeronautical engineer;96478.14;Master's;4;SME;Phone;647;30;13158.54;0;;;233476.09;1;7
1982/02/23;Male;Divorced;0;Chartered management accountant;42485.73;Diploma;17;Corporate;Email;571;2;46088.8;1;Service Issues;2024/04/15;36594.3;2;10
1987/02/28;Female;Single;4;Therapist, speech and language;78332.82;Master's;10;SME;Phone;512;1;35386.5;0;;;147431.95;2;1
1991/02/03;Male;Married;4;Medical technical officer;66102.78;Master's;12;SME;Phone;579;15;22010.95;0;;;101707.99;5;1
1960/03/31;Female;Single;5;Education officer, museum;58984.2;High School;8;Corporate;Phone;612;11;34638.07;0;;;8240.62;5;3
1982/06/30;Female;Single;2;Health and safety adviser;25210.35;High School;10;Retail;Email;591;14;46627.05;1;Relocation;2024/04/10;16297.0;2;5
1991/12/31;Female;Single;3;Lecturer, higher education;42697.24;Master's;10;Retail;Email;451;1;35463.74;0;;;241836.84;4;10
1970/05/07;Male;Single;3;Information officer;25588.88;Diploma;4;Retail;Phone;687;20;22272.9;0;;;47602.52;5;2
1964/09/12;Female;Divorced;1;Pilot, airline;94380.61;Bachelor's;20;Corporate;Email;848;16;34371.83;0;;;29540.65;4;3
1998/11/29;Female;Single;3;Embryologist, clinical;29683.46;Bachelor's;11;Retail;Email;829;17;34671.18;0;;;107324.75;5;6
1963/05/13;Male;Single;2;Scientist, clinical (histocompatibility and immunogenetics);17212.08;High School;15;Corporate;Phone;348;9;26253.99;1;Better Offers Elsewhere;2024/05/12;50918.64;4;10
1988/10/15;Male;Single;3;Geophysical data processor;86841.58;Diploma;8;SME;Email;455;9;18254.44;0;;;82360.37;4;4
1965/07/12;Male;Divorced;1;Herbalist;98265.99;Diploma;16;Corporate;Email;639;5;39762.67;0;;;45254.98;4;6
1986/04/03;Male;Divorced;0;Volunteer coordinator;41291.69;Bachelor's;28;SME;Email;566;17;10123.58;0;;;226232.01;3;0
1962/08/28;Female;Married;2;Scientist, product/process development;64850.25;Bachelor's;9;Retail;Email;361;30;36236.18;1;Relocation;2024/05/12;81001.99;2;9
1969/11/05;Female;Single;2;Scientist, research (physical sciences);59130.25;Diploma;6;Retail;Phone;809;22;46848.38;0;;;73319.25;1;4
1964/01/12;Male;Divorced;0;Metallurgist;41828.9;High School;25;SME;Phone;607;16;42114.33;0;;;198466.81;2;2
2004/10/26;Female;Married;2;Therapist, drama;29779.73;High School;4;Corporate;Email;506;23;25121.83;0;;;75078.77;3;0
1994/05/20;Female;Single;2;Banker;21204.73;Diploma;16;Retail;Phone;443;3;27492.78;0;;;218211.46;3;0
2002/01/25;Female;Married;5;Insurance account manager;71836.82;Master's;26;SME;Phone;609;23;27852.98;0;;;66755.33;4;5
1984/05/31;Male;Divorced;0;Conference centre manager;55100.23;High School;19;Retail;Email;362;26;34138.2;0;;;91619.1;3;5
1966/08/06;Female;Married;2;Public relations account executive;87666.07;Master's;4;Retail;Email;665;13;1681.13;1;Better Offers Elsewhere;2024/05/14;4986.25;2;2
1993/09/16;Male;Divorced;0;Retail merchandiser;71933.74;High School;20;Corporate;Email;344;1;15419.43;0;;;83361.84;2;1
1973/11/11;Female;Divorced;5;Seismic interpreter;69694.29;Diploma;24;Retail;Phone;662;3;20653.25;0;;;67097.21;3;1
1995/07/26;Female;Married;2;Television production assistant;23381.28;High School;14;Corporate;Email;470;15;29803.19;0;;;14299.85;5;5
1974/11/02;Male;Divorced;1;Insurance underwriter;82712.8;High School;24;Retail;Email;778;9;23415.82;0;;;209028.44;5;4
2003/02/27;Female;Divorced;0;Journalist, newspaper;52656.22;Diploma;14;SME;Email;329;1;47674.9;0;;;163163.41;1;5
1992/12/13;Male;Single;1;Conservator, museum/gallery;83127.34;Master's;8;Corporate;Email;687;6;15608.11;0;;;33569.16;2;2
1984/01/12;Female;Married;2;Pension scheme manager;36223.12;Master's;21;Corporate;Email;788;6;6892.62;0;;;232562.13;1;0
1995/11/25;Female;Single;5;Development worker, community;37407.6;Master's;16;Retail;Phone;679;28;21066.25;0;;;53327.33;4;4
1953/06/19;Female;Single;3;Warehouse manager;87442.53;Master's;19;Corporate;Email;477;5;16356.49;1;Account Closure;2024/07/07;19661.44;3;7
1951/05/12;Female;Single;1;Interior and spatial designer;84476.81;Diploma;4;Corporate;Email;507;3;25524.94;0;;;104854.55;1;0
1978/09/13;Male;Single;0;Camera operator;69530.54;High School;3;Retail;Phone;806;14;46059.73;0;;;207738.3;4;8
1976/10/19;Female;Divorced;2;Acupuncturist;99648.29;Master's;7;Corporate;Email;620;10;5965.68;0;;;63825.71;5;7
1974/01/27;Female;Divorced;0;Financial risk analyst;31417.65;Diploma;22;Retail;Email;577;13;23058.07;0;;;129211.73;4;5
2004/05/01;Male;Married;4;Community pharmacist;74408.42;Diploma;26;Corporate;Phone;491;3;45097.03;0;;;248423.85;2;8
1959/12/21;Male;Married;0;English as a second language teacher;20928.84;Master's;26;SME;Phone;487;8;28475.7;0;;;171283.73;3;3
1971/11/13;Female;Single;2;Therapist, speech and language;81298.28;Diploma;6;Retail;Phone;657;20;35494.56;1;Service Issues;2024/06/09;40495.68;2;9
1981/11/24;Female;Divorced;5;Therapist, horticultural;62110.19;High School;17;SME;Phone;371;9;10362.32;1;Better Offers Elsewhere;2024/06/21;14812.46;3;10
1984/09/05;Female;Divorced;5;Control and instrumentation engineer;78807.45;Diploma;25;Corporate;Email;401;21;38781.28;0;;;241855.0;5;3
1985/02/04;Female;Single;4;Academic librarian;77900.75;High School;16;Corporate;Email;794;1;22878.73;0;;;199288.23;5;1
1962/08/29;Female;Divorced;3;Heritage manager;81187.37;Master's;26;Retail;Phone;548;10;7556.22;0;;;142630.2;2;5
1954/08/08;Male;Single;3;Conservator, furniture;47406.91;Master's;15;SME;Phone;336;7;3434.8;1;Service Issues;2024/05/09;35515.72;2;4
1974/11/22;Female;Married;5;Conservator, museum/gallery;41879.7;Bachelor's;26;Retail;Phone;350;3;14376.17;0;;;159066.62;5;8
1953/11/28;Female;Divorced;3;Communications engineer;39783.22;Diploma;8;SME;Phone;622;25;32208.78;0;;;183098.18;3;3
1968/06/03;Male;Married;0;Naval architect;12981.68;Master's;16;SME;Phone;619;25;16076.88;0;;;93461.32;1;4
2001/07/20;Female;Single;5;Psychologist, forensic;47233.95;Master's;17;Corporate;Phone;775;21;44677.83;0;;;224664.12;3;8
1966/09/05;Female;Single;5;Geochemist;69955.46;Diploma;22;Corporate;Email;659;10;17353.69;0;;;135461.82;2;0
1990/03/12;Male;Married;3;Estate agent;82732.22;Bachelor's;13;SME;Email;331;5;5180.84;1;Service Issues;2024/02/09;107276.05;1;9
1970/11/15;Male;Divorced;1;Industrial/product designer;86584.07;Diploma;20;SME;Email;312;20;33249.58;0;;;196973.9;5;4
1981/11/12;Male;Married;3;Sales promotion account executive;35304.12;High School;27;Corporate;Email;516;23;11047.24;0;;;199997.45;2;9
1973/04/04;Female;Single;2;Colour technologist;57933.01;Master's;27;SME;Email;450;29;39682.48;0;;;109538.09;5;4
2003/10/28;Female;Married;1;Designer, interior/spatial;61115.48;Bachelor's;19;SME;Email;467;30;15925.39;0;;;228387.91;4;0
1958/05/18;Female;Married;3;Marine scientist;55616.09;Bachelor's;14;Retail;Email;518;12;12256.14;0;;;67168.67;1;3
1960/09/16;Male;Divorced;3;Investment analyst;83575.18;Diploma;9;SME;Email;605;10;3791.97;0;;;77025.69;1;8
1960/05/30;Male;Married;3;Animal technologist;85481.67;Diploma;26;Corporate;Phone;314;26;2452.45;0;;;189911.88;4;10
1952/03/16;Female;Divorced;0;Research officer, political party;62022.06;High School;29;SME;Email;667;20;42625.33;0;;;79332.2;4;7
1992/02/26;Male;Divorced;1;Diplomatic Services operational officer;13898.02;High School;12;Retail;Phone;653;4;43966.31;0;;;61383.48;1;5
1999/11/05;Male;Married;4;Animator;21459.86;High School;5;Corporate;Phone;438;5;4094.96;0;;;49948.91;2;3
1989/09/29;Male;Married;4;English as a foreign language teacher;71254.71;Diploma;12;Corporate;Email;604;2;4611.41;0;;;246378.76;4;10
1998/01/21;Female;Single;2;Designer, jewellery;55009.08;Bachelor's;15;Retail;Email;499;23;8643.09;0;;;235148.02;2;1
1964/07/20;Female;Married;5;Teacher, secondary school;10777.44;Master's;22;SME;Phone;683;27;45990.07;0;;;132472.07;2;1
1962/01/13;Male;Married;0;Stage manager;5581.3;Master's;16;Corporate;Email;514;12;41258.28;0;;;117252.48;2;6
1977/02/26;Female;Single;4;Museum/gallery curator;68701.44;Diploma;13;SME;Phone;511;9;41260.16;0;;;51533.75;2;5
1987/12/27;Male;Divorced;3;Facilities manager;29309.28;Master's;2;Corporate;Phone;756;20;3803.82;0;;;183040.0;1;4
1985/07/01;Female;Divorced;3;Pharmacist, community;5622.65;Master's;10;Corporate;Email;478;11;9695.66;0;;;237398.57;2;6
2004/12/04;Female;Single;1;Ship broker;52981.86;High School;12;SME;Email;653;10;45793.94;0;;;227345.71;2;3
1961/06/17;Male;Divorced;1;Research scientist (maths);66001.06;Bachelor's;7;Retail;Phone;558;5;18706.77;0;;;204898.92;2;6
1960/05/01;Male;Single;4;Chartered certified accountant;97175.11;Diploma;4;Retail;Phone;611;15;25268.69;0;;;221058.84;4;2
1949/06/12;Male;Single;1;Equality and diversity officer;13130.61;Master's;1;SME;Phone;391;8;47715.92;0;;;237210.09;4;9
1955/10/15;Male;Divorced;5;Chartered loss adjuster;83438.33;High School;24;Corporate;Email;490;21;43949.98;0;;;159869.75;5;2
1987/11/11;Male;Single;4;Actuary;48438.02;Bachelor's;26;SME;Phone;448;20;1444.73;0;;;111510.02;3;10
1977/04/08;Female;Divorced;1;Geochemist;65021.29;Master's;14;Retail;Email;647;1;12225.06;0;;;95792.47;1;1
1999/04/11;Male;Divorced;2;Financial trader;25332.2;Master's;8;SME;Email;756;4;38613.35;0;;;97502.02;1;5
1990/09/29;Male;Married;1;Licensed conveyancer;35222.17;High School;12;Corporate;Phone;810;26;43010.0;0;;;147190.45;3;1
1982/11/25;Male;Single;2;Artist;80354.89;Bachelor's;26;Retail;Email;668;6;38966.29;0;;;76478.57;3;3
1987/11/19;Female;Married;3;Teacher, special educational needs;63413.89;Diploma;4;Retail;Phone;344;25;30679.34;0;;;101600.07;4;3
1964/12/26;Male;Divorced;0;Product manager;30259.06;Diploma;20;Corporate;Email;758;11;20646.44;0;;;180755.36;3;7
1961/11/30;Female;Married;0;Restaurant manager, fast food;10059.03;Bachelor's;9;SME;Email;368;19;28121.6;0;;;90215.57;1;5
1980/04/09;Female;Single;1;Oncologist;79883.28;Master's;5;Retail;Phone;370;5;14095.7;0;;;173517.82;4;3
1979/11/03;Male;Married;4;Photographer;30841.6;Diploma;20;SME;Phone;803;12;7214.79;0;;;111974.52;5;8
2001/06/25;Female;Single;3;Fashion designer;49346.06;High School;20;Retail;Phone;522;21;46764.87;0;;;134001.78;5;10
